# joint_log_example.csv -- reference format for actuator_eval envelopes
# robot=arm-004 joint=elbow fw=rs-fw-1.4.2 rate=1000Hz captured=2026-07-28T09:14:00Z
# units: t_s=s  q_rad=rad  qd_rad_s=rad/s  tau_Nm=N.m  (all joint-referred)
t_s,q_rad,qd_rad_s,tau_Nm
0.6480,2.232983,5.95269,2.50002
0.6490,2.238934,5.95070,2.72716
0.6500,2.244882,5.94867,2.72564
0.6510,2.250829,5.94660,2.80828
0.6520,2.256773,5.94449,2.64684
0.6530,2.262716,5.94233,2.78597
0.6540,2.268656,5.94014,2.55434
0.6550,2.274594,5.93791,2.60089
0.6560,2.280529,5.93563,2.62767
0.6570,2.286463,5.93332,2.75428
0.6580,2.292394,5.93096,2.68858
0.6590,2.298322,5.92857,2.65355
0.6600,2.304248,5.92613,2.72234
0.6610,2.310172,5.92365,2.72999
0.6620,2.316093,5.92113,2.73991
0.6630,2.322012,5.91858,2.83403
0.6640,2.327928,5.91598,2.65476
0.6650,2.333841,5.91334,2.80613
0.6660,2.339752,5.91066,2.84810
0.6670,2.345660,5.90794,2.76390
0.6680,2.351565,5.90517,2.72924
0.6690,2.357467,5.90237,2.81560
0.6700,2.363367,5.89953,2.84908
0.6710,2.369263,5.89665,2.62581
0.6720,2.375157,5.89372,2.81166
0.6730,2.381048,5.89076,2.83002
0.6740,2.386935,5.88776,2.88146
0.6750,2.392820,5.88471,2.82247
0.6760,2.398702,5.88163,2.83343
0.6770,2.404580,5.87850,3.00507
0.6780,2.410456,5.87534,2.87571
0.6790,2.416328,5.87213,2.81737
0.6800,2.422197,5.86889,2.81411
0.6810,2.428062,5.86560,3.06730
0.6820,2.433925,5.86227,2.99258
0.6830,2.439783,5.85891,2.94234
0.6840,2.445639,5.85550,3.06776
0.6850,2.451491,5.85205,2.90776
0.6860,2.457340,5.84857,2.94966
0.6870,2.463185,5.84504,2.98939
0.6880,2.469026,5.84147,3.07094
0.6890,2.474864,5.83787,2.98349
0.6900,2.480698,5.83422,2.88655
0.6910,2.486529,5.83053,3.10084
0.6920,2.492356,5.82681,3.07696
0.6930,2.498179,5.82304,3.02155
0.6940,2.503998,5.81923,3.10839
0.6950,2.509813,5.81539,3.14318
0.6960,2.515625,5.81150,3.04083
0.6970,2.521432,5.80757,3.06083
0.6980,2.527236,5.80361,2.96127
0.6990,2.533035,5.79960,3.07387
0.7000,2.538831,5.79555,3.09576
0.7010,2.544622,5.79147,3.26067
0.7020,2.550410,5.78734,3.19465
0.7030,2.556193,5.78318,3.14793
0.7040,2.561972,5.77898,3.15642
0.7050,2.567747,5.77473,2.99824
0.7060,2.573517,5.77045,3.15305
0.7070,2.579283,5.76612,3.23165
0.7080,2.585045,5.76176,3.04850
0.7090,2.590802,5.75736,3.05347
0.7100,2.596555,5.75292,2.98840
0.7110,2.602304,5.74844,3.25751
0.7120,2.608048,5.74392,3.18292
0.7130,2.613787,5.73936,3.16035
0.7140,2.619522,5.73476,3.06110
0.7150,2.625252,5.73012,3.20801
0.7160,2.630977,5.72544,3.15049
0.7170,2.636698,5.72073,3.23847
0.7180,2.642414,5.71597,3.07688
0.7190,2.648125,5.71117,3.19775
0.7200,2.653832,5.70634,3.12488
0.7210,2.659533,5.70147,3.11220
0.7220,2.665230,5.69655,3.22768
0.7230,2.670921,5.69160,3.27026
0.7240,2.676608,5.68661,3.22635
0.7250,2.682289,5.68158,3.23721
0.7260,2.687966,5.67651,3.26212
0.7270,2.693637,5.67140,3.17212
0.7280,2.699304,5.66626,3.26126
0.7290,2.704965,5.66107,3.21773
0.7300,2.710620,5.65585,3.34226
0.7310,2.716271,5.65059,3.25117
0.7320,2.721916,5.64528,3.25991
0.7330,2.727556,5.63994,3.26650
0.7340,2.733191,5.63457,3.36812
0.7350,2.738820,5.62915,3.48491
0.7360,2.744444,5.62369,3.25718
0.7370,2.750062,5.61820,3.37804
0.7380,2.755675,5.61266,3.31559
0.7390,2.761282,5.60709,3.24039
0.7400,2.766883,5.60148,3.30166
0.7410,2.772479,5.59583,3.29674
0.7420,2.778069,5.59015,3.31353
0.7430,2.783654,5.58442,3.34381
0.7440,2.789232,5.57866,3.39699
0.7450,2.794805,5.57286,3.38853
0.7460,2.800372,5.56702,3.44033
0.7470,2.805933,5.56114,3.28184
0.7480,2.811488,5.55522,3.20104
0.7490,2.817038,5.54927,3.38670
0.7500,2.822581,5.54328,3.42051
0.7510,2.828118,5.53725,3.35435
0.7520,2.833649,5.53118,3.34000
0.7530,2.839174,5.52507,3.42031
0.7540,2.844693,5.51893,3.27506
0.7550,2.850206,5.51275,3.26362
0.7560,2.855713,5.50653,3.45954
0.7570,2.861213,5.50027,3.32350
0.7580,2.866707,5.49398,3.44094
0.7590,2.872195,5.48764,3.17197
0.7600,2.877676,5.48127,3.44370
0.7610,2.883151,5.47486,3.39108
0.7620,2.888619,5.46842,3.39375
0.7630,2.894081,5.46194,3.40230
0.7640,2.899536,5.45542,3.25914
0.7650,2.904985,5.44886,3.34124
0.7660,2.910428,5.44226,3.21802
0.7670,2.915863,5.43563,3.35183
0.7680,2.921292,5.42896,3.33309
0.7690,2.926714,5.42226,3.35069
0.7700,2.932130,5.41551,3.27774
0.7710,2.937539,5.40873,3.24974
0.7720,2.942941,5.40191,3.22877
0.7730,2.948336,5.39506,3.40812
0.7740,2.953724,5.38817,3.22294
0.7750,2.959105,5.38124,3.41581
0.7760,2.964479,5.37427,3.40928
0.7770,2.969847,5.36727,3.40617
0.7780,2.975207,5.36023,3.26458
0.7790,2.980560,5.35315,3.17991
0.7800,2.985906,5.34604,3.33205
0.7810,2.991245,5.33889,3.28620
0.7820,2.996577,5.33170,3.27883
0.7830,3.001901,5.32448,3.26346
0.7840,3.007218,5.31722,3.19396
0.7850,3.012528,5.30993,3.27684
0.7860,3.017831,5.30259,3.24054
0.7870,3.023126,5.29523,3.32331
0.7880,3.028414,5.28782,3.33247
0.7890,3.033694,5.28038,3.29113
0.7900,3.038967,5.27290,3.24926
0.7910,3.044233,5.26539,3.26167
0.7920,3.049490,5.25784,3.33772
0.7930,3.054741,5.25025,3.31052
0.7940,3.059983,5.24263,3.24806
0.7950,3.065218,5.23498,3.12310
0.7960,3.070446,5.22728,3.15383
0.7970,3.075665,5.21955,3.06877
0.7980,3.080877,5.21179,3.41325
0.7990,3.086081,5.20399,3.01881
0.8000,3.091277,5.19615,3.27932
0.8010,3.096465,5.18828,3.31093
0.8020,3.101646,5.18037,3.11166
0.8030,3.106818,5.17243,3.24710
0.8040,3.111983,5.16445,3.33658
0.8050,3.117139,5.15644,3.29306
0.8060,3.122287,5.14839,3.37175
0.8070,3.127428,5.14031,3.11074
0.8080,3.132560,5.13219,3.20482
0.8090,3.137684,5.12403,3.13702
0.8100,3.142800,5.11584,3.21677
0.8110,3.147907,5.10762,3.21424
0.8120,3.153007,5.09936,3.33911
0.8130,3.158098,5.09106,3.09404
0.8140,3.163181,5.08273,2.96120
0.8150,3.168255,5.07437,3.23284
0.8160,3.173321,5.06597,3.37904
0.8170,3.178378,5.05753,3.10394
0.8180,3.183427,5.04906,3.16637
0.8190,3.188468,5.04056,3.05726
0.8200,3.193500,5.03202,3.03309
0.8210,3.198523,5.02345,3.13947
0.8220,3.203538,5.01484,3.08210
0.8230,3.208545,5.00620,3.21935
0.8240,3.213542,4.99753,3.22449
0.8250,3.218531,4.98882,3.04709
0.8260,3.223511,4.98007,3.01380
0.8270,3.228482,4.97130,3.12694
0.8280,3.233445,4.96248,3.21216
0.8290,3.238398,4.95364,3.18106
0.8300,3.243343,4.94476,3.18713
0.8310,3.248279,4.93584,2.94808
0.8320,3.253206,4.92690,3.03544
0.8330,3.258124,4.91791,3.17426
0.8340,3.263033,4.90890,3.02563
0.8350,3.267933,4.89985,3.03646
0.8360,3.272823,4.89077,2.88462
0.8370,3.277705,4.88165,3.10612
0.8380,3.282577,4.87250,3.10314
0.8390,3.287441,4.86332,3.18749
0.8400,3.292295,4.85410,2.93331
0.8410,3.297140,4.84485,2.95604
0.8420,3.301975,4.83557,2.89661
0.8430,3.306802,4.82625,3.01673
0.8440,3.311618,4.81690,3.13589
0.8450,3.316426,4.80752,2.98078
0.8460,3.321224,4.79811,3.09824
0.8470,3.326013,4.78866,3.05376
0.8480,3.330792,4.77918,2.99966
0.8490,3.335562,4.76967,2.79970
0.8500,3.340322,4.76012,2.86789
0.8510,3.345072,4.75054,2.99057
0.8520,3.349813,4.74093,2.78735
0.8530,3.354544,4.73129,2.68177
0.8540,3.359266,4.72161,2.86756
0.8550,3.363978,4.71190,2.71550
0.8560,3.368680,4.70216,2.79376
0.8570,3.373373,4.69239,2.86322
0.8580,3.378055,4.68258,2.74362
0.8590,3.382728,4.67275,2.66558
0.8600,3.387391,4.66288,2.82970
0.8610,3.392044,4.65297,2.90843
0.8620,3.396687,4.64304,2.70451
0.8630,3.401320,4.63308,2.91807
0.8640,3.405943,4.62308,2.69982
0.8650,3.410556,4.61305,2.85170
0.8660,3.415159,4.60299,2.71473
0.8670,3.419752,4.59290,2.65886
0.8680,3.424335,4.58278,2.75714
0.8690,3.428907,4.57262,2.81352
0.8700,3.433470,4.56244,2.66390
0.8710,3.438022,4.55222,2.69341
0.8720,3.442564,4.54197,2.59016
0.8730,3.447096,4.53169,2.46866
0.8740,3.451617,4.52138,2.77689
0.8750,3.456128,4.51104,2.73267
0.8760,3.460629,4.50067,2.68724
0.8770,3.465119,4.49026,2.68827
0.8780,3.469599,4.47983,2.50515
0.8790,3.474068,4.46936,2.63849
0.8800,3.478527,4.45887,2.55579
0.8810,3.482975,4.44834,2.60100
0.8820,3.487413,4.43779,2.61069
0.8830,3.491840,4.42720,2.53503
0.8840,3.496257,4.41658,2.54220
0.8850,3.500663,4.40594,2.60297
0.8860,3.505058,4.39526,2.52080
0.8870,3.509443,4.38455,2.39666
0.8880,3.513816,4.37381,2.53532
0.8890,3.518179,4.36304,2.43123
0.8900,3.522532,4.35225,2.50986
0.8910,3.526873,4.34142,2.52356
0.8920,3.531204,4.33056,2.42417
0.8930,3.535523,4.31967,2.53482
0.8940,3.539832,4.30876,2.51927
0.8950,3.544130,4.29781,2.44286
0.8960,3.548417,4.28684,2.32734
0.8970,3.552693,4.27583,2.45300
0.8980,3.556957,4.26480,2.57049
0.8990,3.561211,4.25373,2.30193
0.9000,3.565454,4.24264,2.29140
0.9010,3.569685,4.23152,2.33849
0.9020,3.573906,4.22037,2.43976
0.9030,3.578115,4.20919,2.33211
0.9040,3.582313,4.19798,2.50494
0.9050,3.586500,4.18674,2.39474
0.9060,3.590675,4.17548,2.39859
0.9070,3.594839,4.16418,2.35999
0.9080,3.598992,4.15286,2.09217
0.9090,3.603134,4.14151,2.31339
0.9100,3.607264,4.13013,2.38785
0.9110,3.611382,4.11872,2.14180
0.9120,3.615490,4.10728,2.23171
0.9130,3.619586,4.09582,2.04050
0.9140,3.623670,4.08433,2.29575
0.9150,3.627743,4.07280,2.27875
0.9160,3.631804,4.06126,2.01926
0.9170,3.635854,4.04968,2.20464
0.9180,3.639892,4.03808,2.18260
0.9190,3.643918,4.02644,2.13603
0.9200,3.647933,4.01478,2.06058
0.9210,3.651936,4.00310,2.31681
0.9220,3.655927,3.99138,2.21064
0.9230,3.659907,3.97964,2.16331
0.9240,3.663875,3.96787,2.01144
0.9250,3.667831,3.95607,2.11983
0.9260,3.671775,3.94425,2.12979
0.9270,3.675708,3.93240,2.02647
0.9280,3.679628,3.92052,2.10657
0.9290,3.683537,3.90862,2.03069
0.9300,3.687433,3.89669,1.99513
0.9310,3.691318,3.88473,2.04353
0.9320,3.695191,3.87275,2.12660
0.9330,3.699052,3.86074,1.86586
0.9340,3.702900,3.84870,2.04398
0.9350,3.706737,3.83663,1.84330
0.9360,3.710562,3.82454,1.79084
0.9370,3.714374,3.81243,2.00341
0.9380,3.718174,3.80029,1.88598
0.9390,3.721962,3.78812,1.81393
0.9400,3.725738,3.77592,1.97144
0.9410,3.729502,3.76370,1.70333
0.9420,3.733253,3.75146,1.78027
0.9430,3.736993,3.73918,1.87613
0.9440,3.740720,3.72689,1.76022
0.9450,3.744434,3.71456,1.72923
0.9460,3.748136,3.70222,1.64158
0.9470,3.751826,3.68984,1.98668
0.9480,3.755504,3.67744,1.72259
0.9490,3.759169,3.66502,1.91295
0.9500,3.762821,3.65257,1.71792
0.9510,3.766461,3.64009,1.59456
0.9520,3.770089,3.62759,1.80947
0.9530,3.773704,3.61507,1.66633
0.9540,3.777306,3.60252,1.75375
0.9550,3.780896,3.58995,1.81706
0.9560,3.784474,3.57735,1.70010
0.9570,3.788038,3.56473,1.63571
0.9580,3.791591,3.55208,1.67047
0.9590,3.795130,3.53941,1.95938
0.9600,3.798657,3.52671,1.77594
0.9610,3.802171,3.51399,1.55678
0.9620,3.805672,3.50125,1.65500
0.9630,3.809160,3.48848,1.66663
0.9640,3.812636,3.47569,1.66233
0.9650,3.816099,3.46287,1.47432
0.9660,3.819549,3.45003,1.53116
0.9670,3.822986,3.43717,1.48525
0.9680,3.826410,3.42428,1.52970
0.9690,3.829822,3.41137,1.64936
0.9700,3.833220,3.39844,1.50437
0.9710,3.836606,3.38548,1.36414
0.9720,3.839978,3.37250,1.23745
0.9730,3.843338,3.35950,1.49070
0.9740,3.846684,3.34647,1.34508
0.9750,3.850018,3.33342,1.67466
0.9760,3.853338,3.32035,1.44073
0.9770,3.856645,3.30725,1.41758
0.9780,3.859939,3.29414,1.23186
0.9790,3.863220,3.28100,1.49287
0.9800,3.866488,3.26783,1.50184
0.9810,3.869743,3.25465,1.44873
0.9820,3.872984,3.24144,1.34732
0.9830,3.876213,3.22821,1.41142
0.9840,3.879427,3.21496,1.37483
0.9850,3.882629,3.20169,1.23003
0.9860,3.885818,3.18839,1.39107
0.9870,3.888993,3.17507,1.24626
0.9880,3.892154,3.16173,1.16221
0.9890,3.895303,3.14837,1.19531
0.9900,3.898438,3.13499,1.18985
0.9910,3.901559,3.12159,1.25343
0.9920,3.904667,3.10816,1.28550
0.9930,3.907762,3.09472,1.03706
0.9940,3.910843,3.08125,1.21069
0.9950,3.913911,3.06776,1.20789
0.9960,3.916965,3.05425,1.37390
0.9970,3.920006,3.04072,1.17169
0.9980,3.923033,3.02717,1.20663
0.9990,3.926047,3.01359,1.12253
1.0000,3.929047,3.00000,1.04002
1.0010,3.932033,2.98639,0.99202
1.0020,3.935006,2.97275,0.96283
1.0030,3.937965,2.95910,1.10002
1.0040,3.940911,2.94542,1.01451
1.0050,3.943842,2.93173,1.05562
1.0060,3.946760,2.91801,1.04496
1.0070,3.949665,2.90428,1.08790
1.0080,3.952555,2.89052,1.14752
1.0090,3.955432,2.87675,1.18763
1.0100,3.958295,2.86295,1.04007
1.0110,3.961144,2.84914,1.16618
1.0120,3.963979,2.83530,1.00390
1.0130,3.966801,2.82145,0.89558
1.0140,3.969608,2.80758,0.85408
1.0150,3.972402,2.79369,0.90603
1.0160,3.975182,2.77978,0.87694
1.0170,3.977948,2.76585,0.78276
1.0180,3.980699,2.75190,0.83567
1.0190,3.983437,2.73793,1.11193
1.0200,3.986161,2.72394,0.89827
1.0210,3.988871,2.70994,0.91349
1.0220,3.991567,2.69591,0.92741
1.0230,3.994249,2.68187,0.78912
1.0240,3.996917,2.66781,0.73618
1.0250,3.999571,2.65373,1.01380
1.0260,4.002210,2.63964,0.72252
1.0270,4.004836,2.62552,0.93533
1.0280,4.007447,2.61139,0.74127
1.0290,4.010044,2.59724,0.77343
1.0300,4.012627,2.58307,0.87129
1.0310,4.015196,2.56888,0.78553
1.0320,4.017751,2.55468,0.86700
1.0330,4.020291,2.54045,0.61752
1.0340,4.022818,2.52621,0.59356
1.0350,4.025330,2.51196,0.73107
1.0360,4.027827,2.49768,0.56137
1.0370,4.030311,2.48339,0.82082
1.0380,4.032780,2.46909,0.78909
1.0390,4.035235,2.45476,0.87951
1.0400,4.037675,2.44042,0.68696
1.0410,4.040101,2.42606,0.67550
1.0420,4.042513,2.41169,0.66992
1.0430,4.044910,2.39730,0.75845
1.0440,4.047293,2.38289,0.64409
1.0450,4.049661,2.36846,0.57107
1.0460,4.052015,2.35402,0.50814
1.0470,4.054355,2.33957,0.58121
1.0480,4.056680,2.32509,0.63708
1.0490,4.058991,2.31060,0.77795
1.0500,4.061287,2.29610,0.55199
1.0510,4.063568,2.28158,0.66508
1.0520,4.065835,2.26704,0.77761
1.0530,4.068088,2.25249,0.55382
1.0540,4.070326,2.23793,0.50186
1.0550,4.072549,2.22334,0.61237
1.0560,4.074758,2.20875,0.54459
1.0570,4.076952,2.19413,0.45673
1.0580,4.079132,2.17951,0.60116
1.0590,4.081296,2.16486,0.45728
1.0600,4.083447,2.15021,0.31823
1.0610,4.085582,2.13554,0.47170
1.0620,4.087703,2.12085,0.49502
1.0630,4.089809,2.10615,0.54769
1.0640,4.091901,2.09143,0.68345
1.0650,4.093977,2.07670,0.41502
1.0660,4.096039,2.06196,0.51249
1.0670,4.098086,2.04720,0.47362
1.0680,4.100119,2.03243,0.52931
1.0690,4.102137,2.01764,0.45631
1.0700,4.104139,2.00284,0.50428
1.0710,4.106127,1.98803,0.43349
1.0720,4.108101,1.97320,0.48645
1.0730,4.110059,1.95836,0.38414
1.0740,4.112002,1.94350,0.50070
1.0750,4.113931,1.92864,0.24777
1.0760,4.115845,1.91376,0.33849
1.0770,4.117744,1.89886,0.43247
1.0780,4.119628,1.88395,0.22990
1.0790,4.121497,1.86903,0.20189
1.0800,4.123351,1.85410,0.27765
1.0810,4.125190,1.83916,0.27985
1.0820,4.127014,1.82420,0.50474
1.0830,4.128823,1.80923,0.23577
1.0840,4.130618,1.79424,0.40148
1.0850,4.132397,1.77925,0.28381
1.0860,4.134161,1.76424,0.31924
1.0870,4.135910,1.74922,0.27150
1.0880,4.137645,1.73419,0.25527
1.0890,4.139364,1.71915,0.21960
1.0900,4.141068,1.70409,0.06913
1.0910,4.142757,1.68903,0.20403
1.0920,4.144431,1.67395,0.31054
1.0930,4.146090,1.65886,0.17939
1.0940,4.147733,1.64376,0.23997
1.0950,4.149362,1.62864,0.24593
1.0960,4.150976,1.61352,0.19644
1.0970,4.152574,1.59838,0.09613
1.0980,4.154157,1.58324,0.09974
1.0990,4.155725,1.56808,0.19501
1.1000,4.157278,1.55291,0.13218
1.1010,4.158816,1.53774,0.20579
1.1020,4.160338,1.52255,0.32412
1.1030,4.161846,1.50735,0.21688
1.1040,4.163338,1.49214,0.07710
1.1050,4.164815,1.47692,0.05246
1.1060,4.166277,1.46169,0.23962
1.1070,4.167723,1.44645,0.10676
1.1080,4.169154,1.43120,0.15651
1.1090,4.170570,1.41594,0.15432
1.1100,4.171971,1.40067,0.04621
1.1110,4.173356,1.38539,0.08795
1.1120,4.174726,1.37011,0.01828
1.1130,4.176081,1.35481,0.13636
1.1140,4.177421,1.33950,0.04283
1.1150,4.178745,1.32418,-0.00934
1.1160,4.180054,1.30886,-0.08406
1.1170,4.181347,1.29353,0.07481
1.1180,4.182625,1.27818,0.18944
1.1190,4.183888,1.26283,-0.24695
1.1200,4.185136,1.24747,0.21356
1.1210,4.186368,1.23210,-0.06284
1.1220,4.187584,1.21672,-0.00189
1.1230,4.188786,1.20134,0.08096
1.1240,4.189972,1.18594,-0.04116
1.1250,4.191142,1.17054,-0.12678
1.1260,4.192297,1.15513,-0.18966
1.1270,4.193437,1.13971,0.07117
1.1280,4.194561,1.12429,0.02292
1.1290,4.195670,1.10885,0.09542
1.1300,4.196764,1.09341,-0.14036
1.1310,4.197842,1.07796,-0.03385
1.1320,4.198904,1.06251,-0.03620
1.1330,4.199951,1.04705,0.13788
1.1340,4.200983,1.03157,0.01420
1.1350,4.201999,1.01610,-0.07692
1.1360,4.202999,1.00061,-0.04409
1.1370,4.203985,0.98512,-0.13052
1.1380,4.204954,0.96962,0.04589
1.1390,4.205908,0.95412,-0.04844
1.1400,4.206847,0.93861,-0.01629
1.1410,4.207770,0.92309,-0.08276
1.1420,4.208678,0.90756,-0.06826
1.1430,4.209570,0.89203,-0.12989
1.1440,4.210446,0.87650,-0.15745
1.1450,4.211307,0.86096,-0.11594
1.1460,4.212153,0.84541,-0.16730
1.1470,4.212982,0.82985,0.07545
1.1480,4.213797,0.81429,-0.05783
1.1490,4.214595,0.79873,-0.03792
1.1500,4.215379,0.78316,-0.11471
1.1510,4.216146,0.76758,-0.08297
1.1520,4.216898,0.75200,-0.13401
1.1530,4.217635,0.73641,-0.12648
1.1540,4.218355,0.72082,-0.06957
1.1550,4.219061,0.70522,-0.14338
1.1560,4.219750,0.68962,-0.19992
1.1570,4.220424,0.67402,-0.24880
1.1580,4.221083,0.65841,-0.11037
1.1590,4.221725,0.64279,-0.33223
1.1600,4.222353,0.62717,-0.14562
1.1610,4.222964,0.61155,-0.04695
1.1620,4.223560,0.59592,-0.27888
1.1630,4.224140,0.58029,-0.12147
1.1640,4.224705,0.56465,0.03966
1.1650,4.225254,0.54901,-0.16044
1.1660,4.225787,0.53337,-0.13142
1.1670,4.226305,0.51772,-0.23635
1.1680,4.226807,0.50207,-0.32170
1.1690,4.227294,0.48641,-0.10646
1.1700,4.227764,0.47075,-0.27309
1.1710,4.228219,0.45509,-0.22182
1.1720,4.228659,0.43943,-0.12196
1.1730,4.229083,0.42376,-0.15303
1.1740,4.229491,0.40809,-0.15912
1.1750,4.229883,0.39242,-0.15378
1.1760,4.230260,0.37674,-0.11946
1.1770,4.230621,0.36106,-0.17930
1.1780,4.230966,0.34538,0.02089
1.1790,4.231296,0.32970,-0.30369
1.1800,4.231610,0.31402,-0.21691
1.1810,4.231908,0.29833,-0.14156
1.1820,4.232191,0.28264,-0.16859
1.1830,4.232458,0.26695,-0.01758
1.1840,4.232709,0.25125,-0.22064
1.1850,4.232945,0.23556,-0.25908
1.1860,4.233165,0.21986,-0.13445
1.1870,4.233369,0.20416,-0.19496
1.1880,4.233557,0.18846,-0.08490
1.1890,4.233730,0.17276,-0.32076
1.1900,4.233887,0.15706,-0.10138
1.1910,4.234028,0.14136,-0.32337
1.1920,4.234154,0.12565,-0.09302
1.1930,4.234264,0.10995,-0.09188
1.1940,4.234358,0.09424,-0.03102
1.1950,4.234437,0.07854,-0.08278
1.1960,4.234500,0.06283,-0.19673
1.1970,4.234547,0.04712,-0.07702
1.1980,4.234578,0.03142,-0.27325
1.1990,4.234594,0.01571,-0.13853
1.2000,4.234594,0.00000,-0.23133
1.2010,4.234578,-0.01571,3.97834
1.2020,4.234547,-0.03142,4.06466
1.2030,4.234500,-0.04712,4.06265
1.2040,4.234437,-0.06283,3.99123
1.2050,4.234358,-0.07854,3.88987
1.2060,4.234264,-0.09424,3.90348
1.2070,4.234154,-0.10995,3.80846
1.2080,4.234028,-0.12565,4.01821
1.2090,4.233887,-0.14136,4.02439
1.2100,4.233730,-0.15706,3.91881
1.2110,4.233557,-0.17276,3.93768
1.2120,4.233369,-0.18846,4.01505
1.2130,4.233165,-0.20416,3.98005
1.2140,4.232945,-0.21986,3.93242
1.2150,4.232709,-0.23556,3.93039
1.2160,4.232458,-0.25125,4.06933
1.2170,4.232191,-0.26695,3.85530
1.2180,4.231908,-0.28264,3.85966
1.2190,4.231610,-0.29833,4.10590
1.2200,4.231296,-0.31402,4.00386
1.2210,4.230966,-0.32970,4.01953
1.2220,4.230621,-0.34538,3.96068
1.2230,4.230260,-0.36106,4.00038
1.2240,4.229883,-0.37674,3.84326
1.2250,4.229491,-0.39242,4.23342
1.2260,4.229083,-0.40809,3.91968
1.2270,4.228659,-0.42376,3.98727
1.2280,4.228219,-0.43943,4.21792
1.2290,4.227764,-0.45509,4.14462
1.2300,4.227294,-0.47075,4.10923
1.2310,4.226807,-0.48641,4.16765
1.2320,4.226305,-0.50207,4.02713
1.2330,4.225787,-0.51772,3.85578
1.2340,4.225254,-0.53337,3.95391
1.2350,4.224705,-0.54901,4.03674
1.2360,4.224140,-0.56465,3.89573
1.2370,4.223560,-0.58029,4.08211
1.2380,4.222964,-0.59592,3.90115
1.2390,4.222353,-0.61155,3.89943
1.2400,4.221725,-0.62717,4.00631
1.2410,4.221083,-0.64279,4.01222
1.2420,4.220424,-0.65841,3.96970
1.2430,4.219750,-0.67402,4.02318
1.2440,4.219061,-0.68962,4.14074
1.2450,4.218355,-0.70522,3.96253
1.2460,4.217635,-0.72082,4.02628
1.2470,4.216898,-0.73641,3.98976
1.2480,4.216146,-0.75200,3.90399
1.2490,4.215379,-0.76758,4.00352
1.2500,4.214595,-0.78316,4.13387
1.2510,4.213797,-0.79873,3.85236
1.2520,4.212982,-0.81429,3.89220
1.2530,4.212153,-0.82985,4.00496
1.2540,4.211307,-0.84541,4.04639
1.2550,4.210446,-0.86096,3.94591
1.2560,4.209570,-0.87650,4.07343
1.2570,4.208678,-0.89203,4.08048
1.2580,4.207770,-0.90756,4.19921
1.2590,4.206847,-0.92309,4.06104
1.2600,4.205908,-0.93861,4.24770
1.2610,4.204954,-0.95412,4.10492
1.2620,4.203985,-0.96962,4.19377
1.2630,4.202999,-0.98512,3.97317
1.2640,4.201999,-1.00061,4.15525
1.2650,4.200983,-1.01610,4.09586
1.2660,4.199951,-1.03157,3.90681
1.2670,4.198904,-1.04705,4.08207
1.2680,4.197842,-1.06251,3.98850
1.2690,4.196764,-1.07796,3.94389
1.2700,4.195670,-1.09341,4.03389
1.2710,4.194561,-1.10885,4.11154
1.2720,4.193437,-1.12429,4.12854
1.2730,4.192297,-1.13971,4.22702
1.2740,4.191142,-1.15513,4.07194
1.2750,4.189972,-1.17054,4.03619
1.2760,4.188786,-1.18594,4.18803
1.2770,4.187584,-1.20134,4.05104
1.2780,4.186368,-1.21672,4.04426
1.2790,4.185136,-1.23210,4.10926
1.2800,4.183888,-1.24747,4.08748
1.2810,4.182625,-1.26283,4.10874
1.2820,4.181347,-1.27818,4.07445
1.2830,4.180054,-1.29353,4.08454
1.2840,4.178745,-1.30886,4.06071
1.2850,4.177421,-1.32418,4.17261
1.2860,4.176081,-1.33950,4.01712
1.2870,4.174726,-1.35481,4.06967
1.2880,4.173356,-1.37011,4.16432
1.2890,4.171971,-1.38539,4.13853
1.2900,4.170570,-1.40067,4.01966
1.2910,4.169154,-1.41594,4.17042
1.2920,4.167723,-1.43120,4.00485
1.2930,4.166277,-1.44645,4.10665
1.2940,4.164815,-1.46169,4.00688
1.2950,4.163338,-1.47692,4.11639
1.2960,4.161846,-1.49214,4.18424
1.2970,4.160338,-1.50735,4.23403
1.2980,4.158816,-1.52255,4.21166
1.2990,4.157278,-1.53774,4.27300
1.3000,4.155725,-1.55291,4.09042
1.3010,4.154157,-1.56808,4.23408
1.3020,4.152574,-1.58324,4.22723
1.3030,4.150976,-1.59838,4.05490
1.3040,4.149362,-1.61352,4.14311
1.3050,4.147733,-1.62864,4.13998
1.3060,4.146090,-1.64376,4.25712
1.3070,4.144431,-1.65886,4.29788
1.3080,4.142757,-1.67395,4.26070
1.3090,4.141068,-1.68903,4.25134
1.3100,4.139364,-1.70409,4.31193
1.3110,4.137645,-1.71915,4.20805
1.3120,4.135910,-1.73419,4.33950
1.3130,4.134161,-1.74922,4.24308
1.3140,4.132397,-1.76424,4.04969
1.3150,4.130618,-1.77925,4.22232
1.3160,4.128823,-1.79424,4.14035
1.3170,4.127014,-1.80923,4.21150
1.3180,4.125190,-1.82420,4.28061
1.3190,4.123351,-1.83916,4.07462
1.3200,4.121497,-1.85410,4.12076
1.3210,4.119628,-1.86903,4.47961
1.3220,4.117744,-1.88395,4.22428
1.3230,4.115845,-1.89886,4.37352
1.3240,4.113931,-1.91376,4.31979
1.3250,4.112002,-1.92864,4.08663
1.3260,4.110059,-1.94350,4.17177
1.3270,4.108101,-1.95836,4.48687
1.3280,4.106127,-1.97320,4.13494
1.3290,4.104139,-1.98803,4.25417
